date,rank,songs,artist
1997,100,"""Let It Go""",Ray J
1998,1,"""Too Close""",Next
1998,2,"""The Boy Is Mine""",Brandy and Monica
1998,3,"""You're Still the One""",Shania Twain
1998,4,"""Truly Madly Deeply""",Savage Garden
1998,5,"""How Do I Live""",LeAnn Rimes
1998,6,"""Together Again""",Janet
1998,7,"""All My Life""",K-Ci & JoJo
1998,8,"""Candle in the Wind 1997""",Elton John
1998,9,"""Nice & Slow""",Usher
1998,10,"""I Don't Want to Wait""",Paula Cole
1998,11,"""How's It Going to Be""",Third Eye Blind
1998,12,"""No, No, No""",Destiny's Child
1998,13,"""My Heart Will Go On""",Celine Dion
1998,14,"""Gettin' Jiggy wit It""",Will Smith
1998,15,"""You Make Me Wanna...""",Usher
1998,16,"""My Way""",Usher
1998,17,"""My All""",Mariah Carey
1998,18,"""The First Night""",Monica
1998,19,"""Been Around the World""",Puff Daddy featuring The Notorious B.I.G. and Mase
1998,20,"""Adia""",Sarah McLachlan
1998,21,"""Crush""",Jennifer Paige
1998,22,"""Everybody (Backstreet's Back)""",Backstreet Boys
1998,23,"""I Don't Want to Miss a Thing""",Aerosmith
1998,24,"""Body Bumpin' (Yippie-Yi-Yo)""",Public Announcement
1998,25,"""This Kiss""",Faith Hill
1998,26,"""I Don't Ever Want to See You Again""",Uncle Sam
1998,27,"""Let's Ride""",Montell Jordan featuring Master P and Silkk the Shocker
1998,28,"""Sex and Candy""",Marcy Playground
1998,29,"""Show Me Love""",Robyn
1998,30,"""A Song for Mama""",Boyz II Men
1998,31,"""What You Want""",Mase featuring Total
1998,32,"""Frozen""",Madonna
1998,33,"""Gone till November""",Wyclef Jean
1998,34,"""My Body""",LSG
1998,35,"""Tubthumping""",Chumbawamba
1998,36,"""Deja Vu (Uptown Baby)""",Lord Tariq and Peter Gunz
1998,37,"""I Want You Back""",'N Sync
1998,38,"""When the Lights Go Out""",Five
1998,39,"""They Don't Know""",Jon B.
1998,40,"""Make 'Em Say Uhh!""","Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal"
1998,41,"""Make It Hot""",Nicole featuring Missy Elliott and Mocha
1998,42,"""Never Ever""",All Saints
1998,43,"""I Get Lonely""",Janet Jackson featuring Blackstreet
1998,44,"""Feel So Good""",Mase featuring Kelly Price
1998,45,"""Say It""",Voices of Theory
1998,46,"""Kiss the Rain""",Billie Myers
1998,47,"""Come with Me""",Puff Daddy featuring Jimmy Page
1998,48,"""Romeo and Juliet""",Sylk-E. Fyne featuring Chill
1998,49,"""It's All About Me""",Mýa and Sisqo
1998,50,"""I Will Come to You""",Hanson
1998,51,"""One Week""",Barenaked Ladies
1998,52,"""Swing My Way""",K. P. & Envyi
1998,53,"""The Arms of the One Who Loves You""",Xscape
1998,54,"""My Love Is the Shhh!""",Somethin' for the People featuring Trina & Tamara
1998,55,"""Daydreamin'""",Tatyana Ali
1998,56,"""We're Not Making Love No More""",Dru Hill
1998,57,"""Semi-Charmed Life""",Third Eye Blind
1998,58,"""I Do""",Lisa Loeb
1998,59,"""Lookin' at Me""",Mase featuring Puff Daddy
1998,60,"""Looking Through Your Eyes""",LeAnn Rimes
1998,61,"""Lately""",Divine
1998,62,"""Quit Playing Games (With My Heart)""",Backstreet Boys
1998,63,"""I Still Love You""",Next
1998,64,"""Time After Time""",INOJ
1998,65,"""Are You Jimmy Ray?""",Jimmy Ray
1998,66,"""Cruel Summer""",Ace of Base
1998,67,"""I Got the Hook Up""",Master P featuring Sons of Funk
1998,68,"""Victory""",Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes
1998,69,"""Too Much""",Spice Girls
1998,70,"""Ghetto Supastar (That Is What You Are)""",Pras Michel featuring Ol' Dirty Bastard and Mýa
1998,71,"""How Deep Is Your Love""",Dru Hill featuring Redman
1998,72,"""Friend of Mine""",Kelly Price featuring R. Kelly and Ron Isley
1998,73,"""Turn It Up (Remix)/Fire It Up""",Busta Rhymes
1998,74,"""I'll Be""",Edwin McCain
1998,75,"""Ray of Light""",Madonna
1998,76,"""All for You""",Sister Hazel
1998,77,"""Touch It""",Monifah
1998,78,"""Money, Power & Respect""",The LOX featuring DMX and Lil' Kim
1998,79,"""Bitter Sweet Symphony""",The Verve
1998,80,"""Dangerous""",Busta Rhymes
1998,81,"""Spice Up Your Life""",Spice Girls
1998,82,"""Because of You""",98 Degrees
1998,83,"""The Mummers' Dance""",Loreena McKennitt
1998,84,"""All Cried Out""",Allure featuring 112
1998,85,"""Still Not a Player""",Big Pun featuring Joe
1998,86,"""The One I Gave My Heart To""",Aaliyah
1998,87,"""Foolish Games"" / ""You Were Meant for Me""",Jewel
1998,88,"""Love You Down""",INOJ
1998,89,"""Do for Love""",2Pac featuring Eric Williams
1998,90,"""Raise the Roof""",Luke featuring No Good But So Good
1998,91,"""Heaven""",Nu Flavor
1998,92,"""The Party Continues""",Jermaine Dupri featuring Da Brat and Usher
1998,93,"""Sock It 2 Me""",Missy Elliott featuring Da Brat
1998,94,"""Butta Love""",Next
1998,95,"""A Rose Is Still a Rose""",Aretha Franklin
1998,96,"""4 Seasons of Loneliness""",Boyz II Men
1998,97,"""Father""",LL Cool J
1998,98,"""Thinkin' Bout It""",Gerald Levert
1998,99,"""Nobody's Supposed to Be Here""",Deborah Cox
1998,100,"""Westside""",TQ
1999,1,"""Believe""",Cher
1999,2,"""No Scrubs""",TLC
1999,3,"""Angel of Mine""",Monica
1999,4,"""Heartbreak Hotel""",Whitney Houston featuring Faith Evans and Kelly Price
1999,5,"""...Baby One More Time""",Britney Spears
1999,6,"""Kiss Me""",Sixpence None the Richer
1999,7,"""Genie in a Bottle""",Christina Aguilera
1999,8,"""Every Morning""",Sugar Ray
1999,9,"""Nobody's Supposed to Be Here""",Deborah Cox
1999,10,"""Livin' la Vida Loca""",Ricky Martin
1999,11,"""Where My Girls At?""",702
1999,12,"""If You Had My Love""",Jennifer Lopez
1999,13,"""Slide""",Goo Goo Dolls
1999,14,"""Have You Ever?""",Brandy
1999,15,"""I Want It That Way""",Backstreet Boys
1999,16,"""I'm Your Angel""",R. Kelly and Celine Dion
1999,17,"""All Star""",Smash Mouth
1999,18,"""Angel""",Sarah McLachlan
1999,19,"""Smooth""",Santana featuring Rob Thomas
1999,20,"""Unpretty""",TLC
1999,21,"""Bills, Bills, Bills""",Destiny's Child
1999,22,"""Save Tonight""",Eagle-Eye Cherry
1999,23,"""Last Kiss""",Pearl Jam
1999,24,"""Fortunate""",Maxwell
1999,25,"""All I Have to Give""",Backstreet Boys
1999,26,"""Bailamos""",Enrique Iglesias
1999,27,"""What's It Gonna Be?!""",Busta Rhymes featuring Janet
1999,28,"""What It's Like""",Everlast
1999,29,"""Fly Away""",Lenny Kravitz
1999,30,"""Someday""",Sugar Ray
1999,31,"""Lately""",Divine
1999,32,"""That Don't Impress Me Much""",Shania Twain
1999,33,"""Wild Wild West""",Will Smith featuring Dru Hill and Kool Moe Dee
1999,34,"""Scar Tissue""",Red Hot Chili Peppers
1999,35,"""Heartbreaker""",Mariah Carey featuring Jay-Z
1999,36,"""I Still Believe""",Mariah Carey
1999,37,"""The Hardest Thing""",98 Degrees
1999,38,"""Summer Girls""",LFO
1999,39,"""Can I Get A...""",Jay-Z featuring Amil and Ja Rule
1999,40,"""Jumper""",Third Eye Blind
1999,41,"""Doo Wop (That Thing)""",Lauryn Hill
1999,42,"""Mambo No. 5""",Lou Bega
1999,43,"""Sweet Lady""",Tyrese
1999,44,"""It's Not Right but It's Okay""",Whitney Houston
1999,45,"""(God Must Have Spent) A Little More Time on You""",'N Sync
1999,46,"""Lullaby""",Shawn Mullins
1999,47,"""Anywhere""",112 featuring Lil Zane
1999,48,"""Tell Me It's Real""",K-Ci & JoJo
1999,49,"""Back 2 Good""",Matchbox 20
1999,50,"""808""",Blaque
1999,51,"""She's So High""",Tal Bachman
1999,52,"""She's All I Ever Had""",Ricky Martin
1999,53,"""Miami""",Will Smith
1999,54,"""Hands""",Jewel
1999,55,"""Who Dat""",JT Money featuring Solé
1999,56,"""Please Remember Me""",Tim McGraw
1999,57,"""From This Moment On""",Shania Twain
1999,58,"""Love Like This""",Faith Evans
1999,59,"""You""",Jesse Powell
1999,60,"""Trippin'""",Total featuring Missy Elliott
1999,61,"""If You""",Silk
1999,62,"""Ex-Factor""",Lauryn Hill
1999,63,"""Give It to You""",Jordan Knight
1999,64,"""Black Balloon""",Goo Goo Dolls
1999,65,"""Spend My Life with You""",Eric Benét featuring Tamia
1999,66,"""These Are the Times""",Dru Hill
1999,67,"""I Don't Want to Miss a Thing""",Mark Chesnutt
1999,68,"""I Do (Cherish You)""",98 Degrees
1999,69,"""Because of You""",98 Degrees
1999,70,"""I Will Remember You""",Sarah McLachlan
1999,71,"""Chanté's Got a Man""",Chanté Moore
1999,72,"""Happily Ever After""",Case
1999,73,"""My Love Is Your Love""",Whitney Houston
1999,74,"""All Night Long""",Faith Evans featuring Puff Daddy
1999,75,"""Back That Azz Up""",Juvenile featuring Mannie Fresh and Lil Wayne
1999,76,"""Almost Doesn't Count""",Brandy
1999,77,"""Man! I Feel Like a Woman!""",Shania Twain
1999,78,"""Steal My Sunshine""",Len
1999,79,"""I Need to Know""",Marc Anthony
1999,80,"""So Anxious""",Ginuwine
1999,81,"""Faded Pictures""",Case featuring Joe
1999,82,"""Back at One""",Brian McKnight
1999,83,"""When a Woman's Fed Up""",R. Kelly
1999,84,"""How Forever Feels""",Kenny Chesney
1999,85,"""Amazed""",Lonestar
1999,86,"""Sometimes""",Britney Spears
1999,87,"""Ghetto Cowboy""",Mo Thugs
1999,88,"""Out of My Head""",Fastball
1999,89,"""Hard Knock Life (Ghetto Anthem)""",Jay-Z
1999,90,"""Jamboree""",Naughty by Nature featuring Zhané
1999,91,"""Take Me There""","Blackstreet featuring Mýa, Mase and Blinky Blink"
1999,92,"""Stay the Same""",Joey McIntyre
1999,93,"""A Lesson in Leavin'""",Jo Dee Messina
1999,94,"""Iris""",Goo Goo Dolls
1999,95,"""Satisfy You""",Puff Daddy featuring R. Kelly
1999,96,"""Better Days (And the Bottom Drops Out)""",Citizen King
1999,97,"""Music of My Heart""",'N Sync and Gloria Estefan
1999,98,"""Write This Down""",George Strait
1999,99,"""When You Believe""",Whitney Houston and Mariah Carey
1999,100,"""(God Must Have Spent) A Little More Time on You""",Alabama and 'N Sync
2000,1,"""Breathe""",Faith Hill
2000,2,"""Smooth""",Santana featuring Rob Thomas
2000,3,"""Maria Maria""",Santana featuring The Product G&B
2000,4,"""I Wanna Know""",Joe
2000,5,"""Everything You Want""",Vertical Horizon
2000,6,"""Say My Name""",Destiny's Child
2000,7,"""I Knew I Loved You""",Savage Garden
2000,8,"""Amazed""",Lonestar
2000,9,"""Bent""",Matchbox Twenty
2000,10,"""He Wasn't Man Enough""",Toni Braxton
2000,11,"""Higher""",Creed
2000,12,"""Try Again""",Aaliyah
2000,13,"""Jumpin', Jumpin'""",Destiny's Child
2000,14,"""Thong Song""",Sisqó
2000,15,"""Kryptonite""",3 Doors Down
2000,16,"""There You Go""",Pink
2000,17,"""Music""",Madonna
2000,18,"""Doesn't Really Matter""",Janet Jackson
2000,19,"""What a Girl Wants""",Christina Aguilera
2000,20,"""Back at One""",Brian McKnight
2000,21,"""Bye Bye Bye""",'N Sync
2000,22,"""You Sang to Me""",Marc Anthony
2000,23,"""I Need to Know""",Marc Anthony
2000,24,"""Get It On Tonite""",Montell Jordan
2000,25,"""Incomplete""",Sisqó
2000,26,"""I Try""",Macy Gray
2000,27,"""It's Gonna Be Me""",'N Sync
2000,28,"""That's The Way It Is""",Celine Dion
2000,29,"""Country Grammar (Hot Shit)""",Nelly
2000,30,"""Bring It All to Me""",Blaque
2000,31,"""Show Me the Meaning of Being Lonely""",Backstreet Boys
2000,32,"""Hot Boyz""","Missy Elliott featuring Nas, Eve and Q-Tip"
2000,33,"""Back Here""",BBMak
2000,34,"""It Feels So Good""",Sonique
2000,35,"""Absolutely (Story of a Girl)""",Nine Days
2000,36,"""With Arms Wide Open""",Creed
2000,37,"""Be with You""",Enrique Iglesias
2000,38,"""Come On Over Baby (All I Want Is You)""",Christina Aguilera
2000,39,"""No More""",Ruff Endz
2000,40,"""All The Small Things""",Blink 182
2000,41,"""The Way You Love Me""",Faith Hill
2000,42,"""I Turn To You""",Christina Aguilera
2000,43,"""Never Let You Go""",Third Eye Blind
2000,44,"""I Need You""",LeAnn Rimes
2000,45,"""Thank God I Found You""",Mariah Carey featuring Joe and 98 Degrees
2000,46,"""Let's Get Married""",Jagged Edge
2000,47,"""My Love Is Your Love""",Whitney Houston
2000,48,"""Then The Morning Comes""",Smash Mouth
2000,49,"""Blue (Da Ba Dee)""",Eiffel 65
2000,50,"""Desert Rose""",Sting featuring Cheb Mami
2000,51,"""The Real Slim Shady""",Eminem
2000,52,"""Most Girls""",Pink
2000,53,"""Wifey""",Next
2000,54,"""Wonderful""",Everclear
2000,55,"""Oops!... I Did It Again""",Britney Spears
2000,56,"""I Wanna Love You Forever""",Jessica Simpson
2000,57,"""Give Me Just One Night (Una Noche)""",98 Degrees
2000,58,"""Take a Picture""",Filter
2000,59,"""Otherside""",Red Hot Chili Peppers
2000,60,"""Big Pimpin'""",Jay-Z featuring UGK
2000,61,"""A Puro Dolor""",Son by Four
2000,62,"""He Can't Love U""",Jagged Edge
2000,63,"""Separated""",Avant
2000,64,"""I Wish""",Carl Thomas
2000,65,"""U Know What's Up""",Donell Jones
2000,66,"""Faded""",soulDecision featuring Thrust
2000,67,"""Only God Knows Why""",Kid Rock
2000,68,"""Shake Ya Ass""",Mystikal
2000,69,"""Bag Lady""",Erykah Badu
2000,70,"""Meet Virginia""",Train
2000,71,"""Party Up (Up in Here)""",DMX
2000,72,"""Case of the Ex""",Mýa
2000,73,"""Forgot About Dre""",Dr. Dre featuring Eminem
2000,74,"""That's the Way""",Jo Dee Messina
2000,75,"""Swear It Again""",Westlife
2000,76,"""The Next Episode""",Dr. Dre featuring Snoop Dogg
2000,77,"""From the Bottom of My Broken Heart""",Britney Spears
2000,78,"""Crash and Burn""",Savage Garden
2000,79,"""Yes!""",Chad Brock
2000,80,"""The Best Day""",George Strait
2000,81,"""Where I Wanna Be""",Donell Jones
2000,82,"""How Do You Like Me Now?!""",Toby Keith
2000,83,"""My Best Friend""",Tim McGraw
2000,84,"""Broadway""",Goo Goo Dolls
2000,85,"""What'chu Like""",Da Brat featuring Tyrese
2000,86,"""Don't Think I'm Not""",Kandi
2000,87,"""I Hope You Dance""",Lee Ann Womack
2000,88,"""Better Off Alone""",Alice Deejay
2000,89,"""Dance with Me""",Debelah Morgan
2000,90,"""What About Now""",Lonestar
2000,91,"""I Like It""",Sammie
2000,92,"""24/7""",Kevon Edmonds
2000,93,"""Girl on TV""",LFO
2000,94,"""Bounce with Me""",Lil' Bow Wow featuring Xscape
2000,95,"""Cowboy Take Me Away""",Dixie Chicks
2000,96,"""I Don't Wanna""",Aaliyah
2000,97,"""Independent Women""",Destiny's Child
2000,98,"""Gotta Tell You""",Samantha Mumba
2000,99,"""Waiting for Tonight""",Jennifer Lopez
2000,100,"""Shackles (Praise You)""",Mary Mary
2001,1,"""Hanging by a Moment""",Lifehouse
2001,2,"""Fallin'""",Alicia Keys
2001,3,"""All for You""",Janet Jackson
2001,4,"""Drops of Jupiter (Tell Me)""",Train
2001,5,"""I'm Real (Murder Remix)""",Jennifer Lopez featuring Ja Rule
2001,6,"""If You're Gone""",Matchbox Twenty
2001,7,"""Let Me Blow Ya Mind""",Eve featuring Gwen Stefani
2001,8,"""Thank You""",Dido
2001,9,"""Again""",Lenny Kravitz
2001,10,"""Independent Women""",Destiny's Child
2001,11,"""Hit 'Em Up Style (Oops!)""",Blu Cantrell
2001,12,"""It Wasn't Me""",Shaggy featuring Rikrok
2001,13,"""Stutter""",Joe featuring Mystikal
2001,14,"""It's Been Awhile""",Staind
2001,15,"""U Remind Me""",Usher
2001,16,"""Where the Party At""",Jagged Edge featuring Nelly
2001,17,"""Angel""",Shaggy featuring Rayvon
2001,18,"""Ride wit Me""",Nelly featuring City Spud
2001,19,"""Follow Me""",Uncle Kracker
2001,20,"""Peaches & Cream""",112
2001,21,"""Drive""",Incubus
2001,22,"""What Would You Do?""",City High
2001,23,"""Survivor""",Destiny's Child
2001,24,"""Lady Marmalade""","Christina Aguilera, Lil' Kim, Mýa and Pink"
2001,25,"""Ms. Jackson""",OutKast
2001,26,"""Love Don't Cost a Thing""",Jennifer Lopez
2001,27,"""The Way You Love Me""",Faith Hill
2001,28,"""He Loves U Not""",Dream
2001,29,"""Butterfly""",Crazy Town
2001,30,"""Put It on Me""",Ja Rule featuring Lil' Mo and Vita
2001,31,"""Family Affair""",Mary J. Blige
2001,32,"""I Hope You Dance""",Lee Ann Womack
2001,33,"""South Side""",Moby featuring Gwen Stefani
2001,34,"""Don't Tell Me""",Madonna
2001,35,"""Get Ur Freak On""",Missy Elliott
2001,36,"""Crazy""",K-Ci & JoJo
2001,37,"""Fill Me In""",Craig David
2001,38,"""Someone to Call My Lover""",Janet Jackson
2001,39,"""With Arms Wide Open""",Creed
2001,40,"""Case of the Ex""",Mýa
2001,41,"""All or Nothing""",O-Town
2001,42,"""Bootylicious""",Destiny's Child
2001,43,"""I'm Like a Bird""",Nelly Furtado
2001,44,"""Kryptonite""",3 Doors Down
2001,45,"""Fiesta""",R. Kelly featuring Jay-Z
2001,46,"""When It's Over""",Sugar Ray
2001,47,"""Jaded""",Aerosmith
2001,48,"""Promise""",Jagged Edge
2001,49,"""Missing You""",Case
2001,50,"""Differences""",Ginuwine
2001,51,"""This I Promise You""",'N Sync
2001,52,"""Izzo (H.O.V.A.)""",Jay-Z
2001,53,"""Superwoman Pt. II""",Lil' Mo featuring Fabolous
2001,54,"""Crazy for This Girl""",Evan and Jaron
2001,55,"""Nobody Wants to Be Lonely""",Ricky Martin and Christina Aguilera
2001,56,"""I Just Wanna Love U (Give It 2 Me)""",Jay-Z
2001,57,"""One Minute Man""",Missy Elliott featuring Ludacris
2001,58,"""Danger (Been So Long)""",Mystikal featuring Nivea
2001,59,"""Only Time""",Enya
2001,60,"""I Do!!""",Toya
2001,61,"""Never Had a Dream Come True""",S Club 7
2001,62,"""Stranger in My House""",Tamia
2001,63,"""Irresistible""",Jessica Simpson
2001,64,"""Heard It All Before""",Sunshine Anderson
2001,65,"""The Space Between""",Dave Matthews Band
2001,66,"""There You'll Be""",Faith Hill
2001,67,"""Love""",Musiq Soulchild
2001,68,"""It's Over Now""",112
2001,69,"""No More (Baby I'ma Do Right)""",3LW
2001,70,"""Turn Off the Light""",Nelly Furtado
2001,71,"""Ain't Nothing 'bout You""",Brooks & Dunn
2001,72,"""Play""",Jennifer Lopez
2001,73,"""I'm Already There""",Lonestar
2001,74,"""My Baby""",Lil' Romeo
2001,75,"""Beautiful Day""",U2
2001,76,"""Austin""",Blake Shelton
2001,77,"""Southern Hospitality""",Ludacris
2001,78,"""Grown Men Don't Cry""",Tim McGraw
2001,79,"""Livin' It Up""",Ja Rule featuring Case
2001,80,"""Loverboy""",Mariah Carey featuring Cameo
2001,81,"""Contagious""",The Isley Brothers featuring R. Kelly and Chanté Moore
2001,82,"""Who I Am""",Jessica Andrews
2001,83,"""Music""",Erick Sermon featuring Marvin Gaye
2001,84,"""I Wanna Be Bad""",Willa Ford
2001,85,"""Don't Happen Twice""",Kenny Chesney
2001,86,"""One More Day""",Diamond Rio
2001,87,"""I Wish""",R. Kelly
2001,88,"""It's a Great Day to Be Alive""",Travis Tritt
2001,89,"""I'm a Thug""",Trick Daddy
2001,90,"""Here's to the Night""",Eve 6
2001,91,"""You Shouldn't Kiss Me Like This""",Toby Keith
2001,92,"""Get Over Yourself""",Eden's Crush
2001,93,"""Dance with Me""",Debelah Morgan
2001,94,"""So Fresh So Clean""",Outkast
2001,95,"""E.I.""",Nelly
2001,96,"""Be Like That""",3 Doors Down
2001,97,"""Most Girls""",Pink
2001,98,"""Oochie Wally""",Nas and Bravehearts
2001,99,"""Hero""",Enrique Iglesias
2001,100,"""Hemorrhage (In My Hands)""",Fuel
2002,1,"""How You Remind Me""",Nickelback
2002,2,"""Foolish""",Ashanti
2002,3,"""Hot in Herre""",Nelly
2002,4,"""Dilemma""",Nelly featuring Kelly Rowland
2002,5,"""Wherever You Will Go""",The Calling
2002,6,"""A Thousand Miles""",Vanessa Carlton
2002,7,"""In the End""",Linkin Park
2002,8,"""What's Luv?""",Fat Joe featuring Ashanti
2002,9,"""U Got It Bad""",Usher
2002,10,"""Blurry""",Puddle of Mudd
2002,11,"""Complicated""",Avril Lavigne
2002,12,"""Always on Time""",Ja Rule featuring Ashanti
2002,13,"""Ain't It Funny (Murder Remix)""",Jennifer Lopez featuring Ja Rule
2002,14,"""The Middle""",Jimmy Eat World
2002,15,"""I Need a Girl (Part One)""",P. Diddy featuring Usher and Loon
2002,16,"""U Don't Have to Call""",Usher
2002,17,"""Family Affair""",Mary J. Blige
2002,18,"""I Need a Girl (Part Two)""","P. Diddy featuring Ginuwine, Loon and Mario Winans"
2002,19,"""Gangsta Lovin'""",Eve featuring Alicia Keys
2002,20,"""My Sacrifice""",Creed
2002,21,"""Without Me""",Eminem
2002,22,"""Hero""",Enrique Iglesias
2002,23,"""All You Wanted""",Michelle Branch
2002,24,"""Get the Party Started""",Pink
2002,25,"""Hero""",Chad Kroeger featuring Josey Scott
2002,26,"""Wasting My Time""",Default
2002,27,"""One Last Breath""",Creed
2002,28,"""Whenever, Wherever""",Shakira
2002,29,"""I'm Gonna Be Alright""",Jennifer Lopez featuring Nas
2002,30,"""Oh Boy""",Cam'ron featuring Juelz Santana
2002,31,"""Heaven""",DJ Sammy featuring Yanou and Do
2002,32,"""Hey Baby""",No Doubt featuring Bounty Killer
2002,33,"""Girlfriend""",'N Sync featuring Nelly
2002,34,"""Just a Friend 2002""",Mario
2002,35,"""Soak Up the Sun""",Sheryl Crow
2002,36,"""Don't Let Me Get Me""",Pink
2002,37,"""Nothin'""",N.O.R.E.
2002,38,"""Oops (Oh My)""",Tweet featuring Missy Elliott
2002,39,"""A Moment Like This""",Kelly Clarkson
2002,40,"""Addictive""",Truth Hurts featuring Rakim
2002,41,"""Happy""",Ashanti
2002,42,"""No Such Thing""",John Mayer
2002,43,"""Just Like a Pill""",Pink
2002,44,"""Down 4 U""","Ja Rule featuring Ashanti, Charli Baltimore and Vita"
2002,45,"""Can't Get You Out of My Head""",Kylie Minogue
2002,46,"""Superman (It's Not Easy)""",Five for Fighting
2002,47,"""Cleanin' Out My Closet""",Eminem
2002,48,"""Halfcrazy""",Musiq Soulchild
2002,49,"""Lights, Camera, Action!""",Mr. Cheeks
2002,50,"""Still Fly""",Big Tymers
2002,51,"""A Woman's Worth""",Alicia Keys
2002,52,"""7 Days""",Craig David
2002,53,"""Hey Ma""",Cam'ron featuring Juelz Santana and Freekey Zekey
2002,54,"""Work It""",Missy Elliott
2002,55,"""Move Bitch""",Ludacris featuring Mystikal and I-20
2002,56,"""Can't Fight the Moonlight""",LeAnn Rimes
2002,57,"""Escape""",Enrique Iglesias
2002,58,"""More than a Woman""",Aaliyah
2002,59,"""Hella Good""",No Doubt
2002,60,"""I Love You""",Faith Evans
2002,61,"""Gotta Get thru This""",Daniel Bedingfield
2002,62,"""Pass the Courvoisier, Part II""",Busta Rhymes featuring P. Diddy and Pharrell
2002,63,"""Lose Yourself""",Eminem
2002,64,"""Butterflies""",Michael Jackson
2002,65,"""What About Us?""",Brandy
2002,66,"""Underneath Your Clothes""",Shakira
2002,67,"""Rainy Dayz""",Mary J. Blige featuring Ja Rule
2002,68,"""Differences""",Ginuwine
2002,69,"""If I Could Go!""",Angie Martinez featuring Lil' Mo and Sacario
2002,70,"""The Whole World""",Outkast featuring Killer Mike
2002,71,"""Underneath It All""",No Doubt featuring Lady Saw
2002,72,"""Caramel""",City High featuring Eve
2002,73,"""Luv U Better""",LL Cool J
2002,74,"""Gimme the Light""",Sean Paul
2002,75,"""Gone""",'N Sync
2002,76,"""Livin' It Up""",Ja Rule featuring Case
2002,77,"""Rollout (My Business)""",Ludacris
2002,78,"""Here Is Gone""",Goo Goo Dolls
2002,79,"""No More Drama""",Mary J. Blige
2002,80,"""Days Go By""",Dirty Vegas
2002,81,"""Baby""",Ashanti
2002,82,"""The Good Stuff""",Kenny Chesney
2002,83,"""We Thuggin'""",Fat Joe featuring R. Kelly
2002,84,"""Good Morning Beautiful""",Steve Holy
2002,85,"""Rock the Boat""",Aaliyah
2002,86,"""Drive (For Daddy Gene)""",Alan Jackson
2002,87,"""Standing Still""",Jewel
2002,88,"""Anything""",Jaheim featuring Next
2002,89,"""Full Moon""",Brandy
2002,90,"""Uh Huh""",B2K
2002,91,"""A New Day Has Come""",Celine Dion
2002,92,"""Turn Off the Light""",Nelly Furtado
2002,93,"""Living and Living Well""",George Strait
2002,94,"""My List""",Toby Keith
2002,95,"""Hands Clean""",Alanis Morissette
2002,96,"""Sk8er Boi""",Avril Lavigne
2002,97,"""Long Time Gone""",Dixie Chicks
2002,98,"""Where Were You (When the World Stopped Turning)""",Alan Jackson
2002,99,"""Like I Love You""",Justin Timberlake
2002,100,"""I Do!!""",Toya
2003,1,"""In da Club""",50 Cent
2003,2,"""Ignition""",R. Kelly
2003,3,"""Get Busy""",Sean Paul
2003,4,"""Crazy in Love""",Beyoncé featuring Jay-Z
2003,5,"""When I'm Gone""",3 Doors Down
2003,6,"""Unwell""",Matchbox Twenty
2003,7,"""Right Thurr""",Chingy
2003,8,"""Miss You""",Aaliyah
2003,9,"""Picture""",Kid Rock featuring Sheryl Crow
2003,10,"""Bring Me to Life""",Evanescence featuring Paul McCoy
2003,11,"""Get Low""",Lil Jon & The East Side Boyz featuring Ying Yang Twins
2003,12,"""Baby Boy""",Beyoncé featuring Sean Paul
2003,13,"""Shake Ya Tailfeather""","Nelly, P. Diddy and Murphy Lee"
2003,14,"""21 Questions""",50 Cent featuring Nate Dogg
2003,15,"""All I Have""",Jennifer Lopez featuring LL Cool J
2003,16,"""Beautiful""",Christina Aguilera
2003,17,"""I Know What You Want""",Busta Rhymes and Mariah Carey featuring Flipmode Squad
2003,18,"""I'm with You""",Avril Lavigne
2003,19,"""Drift Away""",Uncle Kracker featuring Dobie Gray
2003,20,"""Magic Stick""",Lil' Kim featuring 50 Cent
2003,21,"""P.I.M.P.""",50 Cent
2003,22,"""Bump, Bump, Bump""",B2K and P. Diddy
2003,23,"""Into You""",Fabolous featuring Tamia
2003,24,"""Can't Let You Go""",Fabolous featuring Lil' Mo and Mike Shorey
2003,25,"""Mesmerize""",Ja Rule featuring Ashanti
2003,26,"""Where Is the Love?""",Black Eyed Peas
2003,27,"""The Game of Love""",Santana featuring Michelle Branch
2003,28,"""Lose Yourself""",Eminem
2003,29,"""Rock wit U (Awww Baby)""",Ashanti
2003,30,"""Cry Me a River""",Justin Timberlake
2003,31,"""How You Gonna Act Like That""",Tyrese
2003,32,"""Rock Your Body""",Justin Timberlake
2003,33,"""No Letting Go""",Wayne Wonder
2003,34,"""Frontin'""",Pharrell featuring Jay-Z
2003,35,"""Landslide""",Dixie Chicks
2003,36,"""Work It""",Missy Elliott
2003,37,"""'03 Bonnie & Clyde""",Jay-Z featuring Beyoncé
2003,38,"""Don't Mess with My Man""",Nivea featuring Jagged Edge
2003,39,"""So Gone""",Monica
2003,40,"""Air Force Ones""",Nelly featuring St. Lunatics
2003,41,"""Never Leave You (Uh Oooh, Uh Oooh)""",Lumidee
2003,42,"""Beautiful""",Snoop Dogg featuring Pharrell and Charlie Wilson
2003,43,"""Gossip Folks""",Missy Elliott featuring Ludacris
2003,44,"""Miss Independent""",Kelly Clarkson
2003,45,"""Calling All Angels""",Train
2003,46,"""Damn!""",YoungBloodZ featuring Lil Jon
